date,btc_price,total_btc,transactions,addresses,days_destroyed,new_posts,new_members,wikiviews,djia,oil_price,exrate,spx500
2015-10-20,263.59,14744150,138080,290886,6335003,8988,1326,5949,17221.5866666667,46.435,0.881396666666667,2031.73333333333
2015-10-19,264.16,14740975,143969,266086,4415616,9062,1519,6207,17226.0633333333,46.3675,0.882043333333333,2032.69666666667
2015-10-18,262.44,14737100,120858,276825,2882514,8557,1518,4107,17230.54,46.3,0.88269,2033.66
2015-10-17,262.26,14736825,120858,274902,4500652,9095,1724,3914,17215.97,46.59,0.8802,2033.11
2015-10-16,269.07,14733250,143286,313859,3335756,8619,1197,5062,17141.75,46.72,0.87965,2023.86
2015-10-15,262.31,14725650,143885,303248,11641425,8618,2016,5397,16924.75,46.93,0.87142,1994.24
2015-10-14,249.98,14726100,157228,307247,4639614,8480,880,7220,17081.89,47.51,0.87835,2003.69
2015-10-13,254.6,14722025,134878,228578,5332716,8992,374,5711,17098.5466666667,47.9933333333333,0.87911,2008.28
2015-10-12,249.58,14714050,133757,233677,9050528,8747,290,5973,17115.2033333333,48.4766666666667,0.87987,2012.87
2015-10-11,245.72,14714875,126927,232117,2564806,8002,276,4728,17131.86,48.96,0.88063,2017.46
2015-10-10,248.08,14711375,127005,234919,2949225,7661,284,4560,17084.49,47.87,0.87951,2014.89
2015-10-09,245.79,14702450,128618,209703,2700805,8380,291,5538,17050.75,48.25,0.88598,2013.43
2015-10-08,243.01,14703900,119490,211096,4892644,9267,332,5670,16912.29,48.94,0.88968,1995.83
2015-10-07,243.91,14700575,134931,265540,13892084,8526,266,6806,16790.19,50.95,0.88747,1979.92
2015-10-06,245.25,14697150,139516,251844,3895081,9130,288,8072,16785.6033333333,51.3266666666667,0.889393333333333,1982.29666666667
2015-10-05,238.4,14690800,142346,249199,3981539,9027,228,5902,16781.0166666667,51.7033333333333,0.891316666666667,1984.67333333333
2015-10-04,239.22,14690050,103531,226632,1773092,8269,214,4232,16776.43,52.08,0.89324,1987.05
2015-10-03,239.47,14686350,100858,213681,3746627,8290,185,3794,16472.37,52.13,0.89071,1951.36
2015-10-02,238.03,14679225,132880,234800,3316045,9032,241,4812,16272.01,51.66,0.89338,1923.82
2015-10-01,237.78,14678775,134327,254192,4154593,9203,230,5226,16284.7,51.34,0.89509,1920.03
2015-09-30,238.98,14675650,135885,264581,4356216,9607,232,5730,16049.13,49.45,0.88842,1884.09
2015-09-29,239.14,14667550,141351,272223,2546750,9438,252,5544,16033.3833333333,48.4833333333333,0.889076666666667,1883.31666666667
2015-09-28,237.68,14667925,138570,267985,5308320,8682,211,5346,16017.6366666667,47.5166666666667,0.889733333333333,1882.54333333333
2015-09-27,238.94,14663600,130885,256084,2109848,8176,198,4117,16001.89,46.55,0.89039,1881.77
2015-09-26,235.22,14655925,107256,251247,1805978,8373,241,4046,16314.67,47.48,0.89272,1931.34
2015-09-25,235.79,14652725,128166,255255,3364706,8861,233,7076,16201.32,47.29,0.89454,1932.24
2015-09-24,233.9,14648675,124822,243301,2123435,8989,233,5541,16279.89,47.58,0.89366,1938.76
2015-09-23,230.42,14644125,134964,250674,8766719,8850,239,37781,16330.47,46.04,0.89922,1942.74
2015-09-22,229.43,14641300,136784,327724,11204308,9867,265,6389,16375.4,46.35,0.89734,1948.7975
2015-09-21,226.56,14637300,124667,291556,4371241,9527,224,5528,16420.33,46.66,0.89546,1954.855
2015-09-20,230.25,14632525,105933,264443,1961529,8224,204,3797,16465.26,46.97,0.89358,1960.9125
2015-09-19,230.71,14631000,114851,230379,2820318,7582,254,3755,16510.19,47.28,0.88558,1966.97
2015-09-18,232.99,14627700,188330,259008,2354306,8914,207,5872,16384.58,47.06,0.87712,1958.03
2015-09-17,228.33,14624100,241346,250985,2865606,9498,264,5304,16674.74,48,0.88558,1990.2
2015-09-16,227.86,14620800,167269,261990,3109638,10085,249,5350,16739.95,46.69,0.88717,1995.31
2015-09-15,230,14616850,165993,268665,4330831,9867,268,5232,16693.25,47.0066666666667,0.886233333333333,1989.57
2015-09-14,230,14612775,163531,234525,1734158,10234,251,5351,16646.55,47.3233333333333,0.885296666666667,1983.83
2015-09-13,229.86,14609300,146048,279964,1611945,8764,265,3663,16599.85,47.64,0.88436,1978.09
2015-09-12,235.13,14605300,153538,229007,1590446,8293,248,3512,16370.96,47.28,0.88152,1953.03
2015-09-11,238.81,14601900,165288,252398,2183400,9405,229,4859,16433.09,48.27,0.88567,1961.05
2015-09-10,239.68,14597500,124951,235288,18401319,9924,273,5018,16330.4,49.35,0.89121,1952.29
2015-09-09,240.08,14593350,128619,251368,4068814,9626,344,5216,16253.57,45.91,0.89227,1942.04
2015-09-08,240.47,14589825,126751,280276,2898789,9775,255,5224,16333.2733333333,45.8966666666667,0.893426666666667,1951.16333333333
2015-09-07,241.31,14585975,125467,238459,3489547,9370,295,4310,16412.9766666667,45.8833333333333,0.894583333333333,1960.28666666667
2015-09-06,240.2,14582950,106101,252302,2613743,8277,321,3347,16492.68,45.87,0.89574,1969.41
2015-09-05,230.73,14578975,137427,284893,2406262,8038,297,3165,16102.38,46.87,0.8967,1921.22
2015-09-04,230.8,14574275,103973,209983,4435944,8808,333,4232,16374.76,47.77,0.8988,1951.13
2015-09-03,227.42,14571400,137446,246972,6477807,9460,285,4835,16351.38,48.04,0.89158,1948.86
2015-09-02,227.97,14567625,137743,230707,5052749,9223,244,5324,16058.35,48.88,0.88547,1913.85
2015-09-01,228.32,14562700,130410,272866,5549818,9130,313,5764,16214.91,48.06,0.887246666666667,1933.29333333333
2015-08-31,230.94,14559975,117985,247407,3019431,8820,625,5010,16371.47,47.24,0.889023333333333,1952.73666666667
2015-08-30,229.63,14556000,92338,229116,4504434,7712,560,3959,16528.03,46.42,0.8908,1972.18
2015-08-29,228.22,14550750,107489,250584,3402426,8120,372,3758,16643.01,48.59,0.89174,1988.87
2015-08-28,234.17,14548275,121692,243645,4383864,8364,347,4276,16654.77,50.41,0.88905,1987.66
2015-08-27,225.04,14544550,116334,232198,7006227,9008,357,4914,16285.51,47.67,0.88183,1940.51
2015-08-26,228.84,14538900,122852,243215,39189034,9536,329,5657,15666.44,48.8,0.86573,1867.61
2015-08-25,222.02,14536950,125060,242047,7718331,9977,313,5868,15734.7433333333,48.5233333333333,0.86493,1876.14333333333
2015-08-24,228.14,14533500,117026,237850,28078520,9733,358,7317,15803.0466666667,48.2466666666667,0.86413,1884.67666666667
2015-08-23,228.68,14529575,94529,247407,2910619,7955,241,4485,15871.35,47.97,0.86333,1893.21
2015-08-22,226.04,14527350,107795,258265,4191219,8244,388,3810,16459.75,44.46,0.87897,1970.89
2015-08-21,235.31,14522325,116311,235230,4180310,9133,237,5367,16990.69,41.76,0.88992,2035.73
2015-08-20,233.23,14515675,118230,222182,6782670,9535,284,6180,17348.73,41.86,0.89944,2079.61
2015-08-19,233.29,14514600,122864,238988,8515347,9933,358,6904,17511.34,41.59,0.90655,2096.92
2015-08-18,256.66,14510800,120131,244699,3745384,9975,292,6539,17519.8,42.1525,0.905263333333333,2098.3
2015-08-17,257.45,14507175,115049,230212,5437215,8697,305,4730,17528.26,42.715,0.903976666666667,2099.68
2015-08-16,257.47,14503950,86583,233711,5647310,8093,220,3485,17536.72,43.2775,0.90269,2101.06
2015-08-15,265.93,14503575,86583,228284,2945460,8024,243,3322,17545.18,43.84,0.90147,2102.44
2015-08-14,265.41,14499900,111255,245458,6544553,8489,224,4370,17477.4,45.63,0.89598,2091.54
2015-08-13,266.99,14492325,107950,228212,3627874,8851,281,6475,17408.25,45.75,0.89598,2083.39
2015-08-12,270.98,14493200,118336,226126,3173876,8711,290,4978,17402.51,47,0.90563,2086.05
2015-08-11,267.89,14489475,114741,232055,4038934,9382,296,4783,17402.62,47.2566666666667,0.906316666666667,2085.39
2015-08-10,265.85,14480850,116923,235211,8034558,9182,306,4415,17402.73,47.5133333333333,0.907003333333333,2084.73
2015-08-09,262.22,14482175,110686,220994,40746164,8921,310,3495,17402.84,47.77,0.90769,2084.07
2015-08-08,265.42,14477800,101512,218499,7690993,7988,331,3482,17615.17,47.79,0.91199,2104.18
2015-08-07,269.89,14469350,104420,225700,3144410,8467,372,4617,17373.38,48.01,0.91516,2077.57
2015-08-06,281,14470500,124658,242234,1877936,8834,283,4875,17419.75,48.29,0.91717,2083.56
2015-08-05,277.1,14466950,133758,247781,5552656,9132,268,5148,17540.47,47.33,0.91836,2099.84
2015-08-04,282.69,14457775,130246,252264,2682764,9416,248,5456,17543.8766666667,47.6533333333333,0.916486666666667,2097.66666666667
2015-08-03,282.26,14460300,132719,265834,2606815,9132,374,6139,17547.2833333333,47.9766666666667,0.914613333333333,2095.49333333333
2015-08-02,284.39,14456700,103600,226079,2227637,7881,710,6017,17550.69,48.3,0.91274,2093.32
2015-08-01,280.69,14453025,98976,256672,4100425,8002,820,8719,17598.2,47.54,0.91166,2098.04
2015-07-31,288.45,14446150,163175,275871,3332717,8492,242,4126,17689.86,47.8,0.91414,2103.84
2015-07-30,284.78,14445000,123577,232699,2527083,8372,294,5140,17745.98,49.04,0.91041,2108.63
2015-07-29,287.56,14441525,133697,269690,4459915,8612,254,5422,17751.39,49.08,0.90367,2108.57
2015-07-28,293.93,14434550,136195,255290,3180408,8975,318,5136,17711.0166666667,49.2166666666667,0.903016666666667,2103.46333333333
2015-07-27,295.24,14434375,115226,240969,3646875,8528,503,5148,17670.6433333333,49.3533333333333,0.902363333333333,2098.35666666667
2015-07-26,290.79,14430825,111331,256518,3942039,7442,715,4119,17630.27,49.49,0.90171,2093.25
2015-07-25,289,14422750,89650,244803,4212933,7405,661,3481,17440.59,53.29,0.91138,2067.64
2015-07-24,287.12,14423500,109918,201269,2319273,7363,240,4591,17568.53,54.29,0.91,2079.65
2015-07-23,287.3,14419675,109852,208474,2826418,9011,317,5768,17731.92,54.73,0.91516,2102.15
2015-07-22,276.76,14410800,111582,207134,2235904,8876,472,5305,17851.04,54.3,0.91408,2114.15
2015-07-21,277.54,14411750,133785,270355,8168341,9124,295,5333,17873.79,54.2233333333333,0.91702,2115.83666666667
2015-07-20,278.97,14408075,123367,236910,2939104,9072,576,5625,17896.54,54.1466666666667,0.91996,2117.52333333333
2015-07-19,276.74,14399175,112440,216715,1592948,6966,176,5686,17919.29,54.07,0.9229,2119.21
2015-07-18,276.09,14400975,130695,242814,3022172,7041,171,3265,18100.41,54.29,0.92334,2128.28
2015-07-17,278.08,14397400,120617,205768,8148349,7485,245,4369,18086.45,55.76,0.91861,2126.64
2015-07-16,285.66,14387675,118048,214161,4186749,8329,280,4789,18120.25,56.36,0.91378,2124.29
2015-07-15,275.76,14389800,115570,228231,3616094,8381,272,4821,18050.17,55.94,0.90843,2107.4
2015-07-14,290.95,14386400,122340,230438,3049779,8494,278,4861,18051.3066666667,56.1,0.908913333333333,2107.91666666667
2015-07-13,310.55,14376350,119707,229381,3703187,9523,281,5785,18052.4433333333,56.26,0.909396666666667,2108.43333333333
2015-07-12,289.9,14379075,208685,232590,9885963,8637,416,3793,18053.58,56.42,0.90988,2108.95
2015-07-11,309.3,14375450,204729,275689,5189277,8295,302,3544,17977.68,56.38,0.89855,2099.6
2015-07-10,269,14372000,171652,278810,7383926,10361,420,5131,17760.41,57.31,0.90391,2076.62
2015-07-09,286.98,14364700,191163,273833,8600871,9350,503,6225,17548.62,57.34,0.90326,2051.31
2015-07-08,270.68,14364475,187202,278945,11635298,9288,315,7306,17515.42,57.2,0.90827,2046.68
2015-07-07,268.53,14361025,200420,273054,9532418,9035,350,7217,17602.5833333333,57.3433333333333,0.9072,2058.23333333333
2015-07-06,267.26,14353150,174070,295662,9793057,8673,229,6129,17689.7466666667,57.4866666666667,0.90613,2069.78666666667
2015-07-05,273.37,14353475,151741,269467,4038837,7956,262,4359,17776.91,57.63,0.90506,2081.34
2015-07-04,256.12,14349225,101714,241519,1556735,7608,856,3853,17683.58,57.72,0.9095,2068.76
2015-07-03,257.92,14341475,129719,250207,7824449,7880,648,4523,17730.11,57.83,0.90196,2076.78
2015-07-02,255.1,14341725,138811,267808,4121324,8864,420,5113,17757.91,55.7,0.90632,2077.42
2015-07-01,262.43,14337675,135567,254259,4327533,8844,1305,6977,17619.51,54.72,0.89807,2063.11
2015-06-30,257.85,14329950,155869,250536,5659018,9635,326,6374,17611.79,55.5433333333333,0.895723333333333,2061.28666666667
2015-06-29,262.53,14330550,149003,240752,3488404,9592,316,5546,17604.07,56.3666666666667,0.893376666666667,2059.46333333333
2015-06-28,251.21,14326975,117119,224321,1894427,8124,369,4092,17596.35,57.19,0.89103,2057.64
2015-06-27,248.76,14318325,106004,230750,2875684,8141,269,3638,17946.68,59.06,0.91116,2101.49
2015-06-26,248.5,14319875,108876,248150,4022541,8392,281,4354,17890.36,61.73,0.89262,2102.31
2015-06-25,240.2,14316675,115640,240437,2580697,8776,258,5783,17966.07,61.65,0.8923,2108.58
2015-06-24,241.92,14306725,113093,199310,5394402,9165,264,7200,18144.07,60.31,0.89508,2124.2
2015-06-23,240.64,14308975,114471,256698,3530451,9142,363,4884,18135.9733333333,59.99,0.89043,2123.75
2015-06-22,243.55,14305200,128795,271463,2120377,9010,340,4965,18127.8766666667,59.67,0.88578,2123.3
2015-06-21,246.35,14301625,96654,204152,10036801,7820,260,3707,18119.78,59.35,0.88113,2122.85
2015-06-20,242.47,14294975,91203,228622,7170780,7809,221,4125,18015.95,59.03,0.87928,2109.99
2015-06-19,248.26,14294875,114779,246533,8912165,7855,245,5239,18115.84,60.14,0.87945,2121.24
2015-06-18,246.45,14291525,124929,247406,4480226,8887,235,9102,17935.74,60.24,0.87951,2100.44
2015-06-17,248.25,14283325,122001,264842,6877483,9266,385,4665,17904.48,61.63,0.88952,2096.29
2015-06-16,236,14283650,133747,256567,7429264,9506,320,4864,17876.1525,61.64,0.8886,2093.325
2015-06-15,245.35,14280100,129389,241825,2675609,8651,292,4639,17847.825,61.65,0.88768,2090.36
2015-06-14,236.46,14271575,122279,247680,3741570,7587,307,3201,17819.4975,61.66,0.88676,2087.395
2015-06-13,229.6,14273275,100512,223880,3135500,7324,280,3210,17791.17,61.67,0.89127,2084.43
2015-06-12,230.22,14269650,126945,246532,8957078,8317,249,4502,17898.84,60.54,0.88963,2094.11
2015-06-11,229.98,14265700,125022,233951,3716028,8721,269,5699,18039.37,59.41,0.88402,2108.86
2015-06-10,228.88,14259650,125147,258189,4860855,8845,332,5525,18000.4,61.37,0.88503,2105.2
2015-06-09,228.01,14258425,121638,267864,2849521,8677,319,5851,17921.6133333333,61.1633333333333,0.885503333333333,2096.85
2015-06-08,230.1,14247950,115633,202272,2234200,8253,273,5722,17842.8266666667,60.9566666666667,0.885976666666667,2088.5
2015-06-07,224.99,14250425,94037,188952,3014378,7844,234,3935,17764.04,60.75,0.88645,2080.15
2015-06-06,222.6,14246900,92696,225189,1283152,7590,246,4513,17766.55,60.75,0.90024,2079.28
2015-06-05,224.49,14236225,102005,223180,2869997,8736,304,5638,17849.46,60.99,0.89223,2092.83
2015-06-04,225.4,14238700,109700,232715,3146840,8865,373,6660,17905.58,63.19,0.88827,2095.84
2015-06-03,225.54,14235150,127600,240222,3432415,9254,640,6042,18076.27,63.76,0.89686,2114.07
2015-06-02,226.29,14231600,125399,253269,6185215,9220,414,7109,18054.8266666667,64.0666666666667,0.903073333333333,2112.58
2015-06-01,228.34,14224675,133489,257275,5065880,8624,326,6335,18033.3833333333,64.3733333333333,0.909286666666667,2111.09
2015-05-31,222.4,14224400,98784,252174,2588787,8086,364,5383,18011.94,64.68,0.9155,2109.6
2015-05-30,231.95,14220975,96037,266265,14494770,7797,223,8071,18040.37,63.23,0.91258,2111.73
2015-05-29,236.44,14213100,132907,269743,4454491,8357,452,7468,18010.68,61.33,0.91238,2107.39
2015-05-28,235.87,14214200,110980,237083,4578889,8837,299,6615,18126.12,60.36,0.91743,2120.79
2015-05-27,236.48,14210275,109786,214649,3776426,9097,451,7022,18162.99,60.34,0.91837,2123.48
2015-05-26,235.59,14201525,108558,221553,4188824,4235,204,6585,18122.5066666667,61.1533333333333,0.916073333333333,2117.05333333333
2015-05-25,235.94,14203350,106086,222322,1727715,5205,154,5765,18082.0233333333,61.9666666666667,0.913776666666667,2110.62666666667
2015-05-24,235.65,14199975,105519,249786,1715057,6352,188,4983,18041.54,62.78,0.91148,2104.2
2015-05-23,238.8,14196375,87996,246182,8345933,7500,223,4701,18232.02,63.14,0.90967,2126.06
2015-05-22,238.77,14189975,102770,194783,2209801,8648,258,6418,18285.74,62.87,0.89994,2130.82
2015-05-21,240.5,14189850,100591,202037,2394648,9796,293,7547,18285.4,63.16,0.90084,2125.85
2015-05-20,231.4,14186300,99962,203159,2585580,10340,276,9036,18312.39,60.12,0.89713,2127.83
2015-05-19,234.6,14178425,107346,221491,4961633,10059,306,9059,18307.8866666667,60.53,0.89239,2128.28666666667
2015-05-18,232.04,14178925,106503,206913,2037401,10053,344,6543,18303.3833333333,60.94,0.88765,2128.74333333333
2015-05-17,236.63,14175525,97915,197816,1485375,8321,293,5154,18298.88,61.35,0.88291,2129.2
2015-05-16,235.78,14166825,90686,216412,1617558,8249,275,7055,18272.56,61.65,0.87374,2122.73
2015-05-15,236.63,14167775,93025,209511,3818660,9491,278,6324,18252.24,64.7,0.87681,2121.1
2015-05-14,235.97,14164575,107882,209999,2433288,9169,247,8447,18060.49,64.7,0.88102,2098.48
2015-05-13,238.32,14154775,108858,201739,2689446,9579,268,6362,18068.23,63.52,0.89115,2099.12
2015-05-12,242.72,14156950,108615,226586,4242824,9451,317,6964,18080.5433333333,63.5066666666667,0.893203333333333,2101.19
2015-05-11,239.11,14152900,114424,233523,6185156,8847,260,7223,18092.8566666667,63.4933333333333,0.895256666666667,2103.26
2015-05-10,244.19,14143000,89409,215628,1630861,7999,413,7213,18105.17,63.48,0.89731,2105.33
2015-05-09,239.35,14145225,90054,189134,2360970,8179,205,5046,18191.11,65.15,0.89333,2116.1
2015-05-08,237.16,14142000,98717,199251,2796155,9392,180,5897,17924.06,64.69,0.88913,2088
2015-05-07,244.72,14138850,111125,261673,2700742,9792,210,6257,17841.98,65.58,0.88172,2080.15
2015-05-06,233.99,14131300,113420,225289,1887906,9531,234,6128,17928.2,66.33,0.89395,2089.46
2015-05-05,238.25,14131125,113496,219506,3466805,10470,235,6077,17975.6,65.9166666666667,0.894943333333333,2097.80333333333
2015-05-04,234.66,14127550,104000,219068,4538615,10142,226,5150,18023,65.5033333333333,0.895936666666667,2106.14666666667
2015-05-03,236.17,14119650,94120,214577,1720175,8951,196,4701,18070.4,65.09,0.89693,2114.49
2015-05-02,230.97,14120400,86037,212123,1365131,9126,179,4951,18024.06,62.82,0.89398,2108.29
2015-05-01,234.13,14116950,99560,238390,2340154,9638,239,6055,17840.52,63.82,0.89169,2085.51
2015-04-30,233.43,14107825,105236,206785,2049652,9876,295,7068,18035.53,64.93,0.89974,2106.85
2015-04-29,225.2,14109600,114070,215077,3895363,10428,235,6081,18110.14,66.22,0.91165,2114.76
2015-04-28,225.69,14106275,113193,207741,2564413,11088,263,10996,18086.0833333333,65.96,0.914196666666667,2112.81333333333
2015-04-27,222.66,14103050,112434,215145,5121156,10492,241,8001,18062.0266666667,65.7,0.916743333333333,2110.86666666667
2015-04-26,226.29,14096275,109382,203028,3614064,9944,189,10356,18037.97,65.44,0.91929,2108.92
2015-04-25,218.42,14095675,98465,226263,2003605,9232,201,6140,18080.14,64.62,0.92005,2117.69
2015-04-24,228.6,14091950,100790,204006,2055625,9140,202,7686,18058.69,64.13,0.92464,2112.93
2015-04-23,233.59,14084750,110568,205205,53954298,9610,249,9237,18038.27,63.9,0.93233,2107.96
2015-04-22,235.48,14085100,111878,212819,4728504,10414,237,8302,17949.59,63.97,0.93095,2097.29
2015-04-21,237.34,14081650,113657,202389,2936001,9920,243,7517,17978.0366666667,63.5166666666667,0.930783333333334,2098.32666666667
2015-04-20,222.61,14073025,114061,205286,1547926,9822,232,7559,18006.4833333333,63.0633333333333,0.930616666666667,2099.36333333333
